% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +9.600921662e+01 +9.600921662e+01 +2.279292166e+02 +2.279292166e+02 -4.0533e+00 -2.1136e+00
3 +5.208131336e+01 +5.208131336e+01 +1.840013134e+02 +1.840013134e+02 +4.0617e+00 -1.2637e+00
16 +1.435730781e+01 +1.435730781e+01 +1.462773078e+02 +1.462773078e+02 +4.4889e-02 +2.7127e-01
18 +6.428960703e+00 +6.428960703e+00 +1.383489607e+02 +1.383489607e+02 -4.6880e+00 +1.2143e+00
142 +4.996081877e+00 +4.996081877e+00 +1.369160819e+02 +1.369160819e+02 -3.3690e+00 +9.8570e-01
143 +4.127140472e-01 +4.127140472e-01 +1.323327140e+02 +1.323327140e+02 -3.4116e+00 +1.6984e+00
196 +3.216800264e-01 +3.216800264e-01 +1.322416800e+02 +1.322416800e+02 -3.6804e+00 +1.6952e+00
292 +2.180645464e-01 +2.180645464e-01 +1.321380645e+02 +1.321380645e+02 -3.6803e+00 +1.7389e+00
399 +9.046730771e-02 +9.046730771e-02 +1.320104673e+02 +1.320104673e+02 -3.8756e+00 +1.8013e+00
512 +2.123881711e-02 +2.123881711e-02 +1.319412388e+02 +1.319412388e+02 -3.8806e+00 +1.8681e+00
597 +1.498901187e-02 +1.498901187e-02 +1.319349890e+02 +1.319349890e+02 -3.8937e+00 +1.8787e+00
641 +4.205171421e-03 +4.205171421e-03 +1.319242052e+02 +1.319242052e+02 -3.9660e+00 +1.8924e+00
746 +1.513667239e-03 +1.513667239e-03 +1.319215137e+02 +1.319215137e+02 -3.9707e+00 +1.8994e+00
847 +2.811405951e-04 +2.811405951e-04 +1.319202811e+02 +1.319202811e+02 -3.9792e+00 +1.9061e+00
904 +1.467570087e-04 +1.467570087e-04 +1.319201468e+02 +1.319201468e+02 -3.9754e+00 +1.9079e+00
931 +7.947702460e-05 +7.947702460e-05 +1.319200795e+02 +1.319200795e+02 -3.9781e+00 +1.9084e+00
991 +1.369128114e-05 +1.369128114e-05 +1.319200137e+02 +1.319200137e+02 -3.9811e+00 +1.9096e+00
1047 +8.318265628e-06 +8.318265628e-06 +1.319200083e+02 +1.319200083e+02 -3.9825e+00 +1.9099e+00
1104 +5.523367690e-06 +5.523367690e-06 +1.319200055e+02 +1.319200055e+02 -3.9825e+00 +1.9100e+00
1147 +1.443273362e-06 +1.443273362e-06 +1.319200014e+02 +1.319200014e+02 -3.9825e+00 +1.9102e+00
1231 +8.414663171e-07 +8.414663171e-07 +1.319200008e+02 +1.319200008e+02 -3.9825e+00 +1.9103e+00
1281 +6.092699323e-07 +6.092699323e-07 +1.319200006e+02 +1.319200006e+02 -3.9825e+00 +1.9103e+00
1327 +3.570278295e-08 +3.570278295e-08 +1.319200000e+02 +1.319200000e+02 -3.9823e+00 +1.9104e+00
1475 +1.854485276e-08 +1.854485276e-08 +1.319200000e+02 +1.319200000e+02 -3.9824e+00 +1.9104e+00
1550 +1.056960741e-08 +1.056960741e-08 +1.319200000e+02 +1.319200000e+02 -3.9824e+00 +1.9104e+00
1575 +9.504248055e-09 +9.504248055e-09 +1.319200000e+02 +1.319200000e+02 -3.9824e+00 +1.9104e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.255222736e+05 +2.255222736e+05 +2.261131136e+05 +2.261131136e+05 +1.9244e+00 +1.7857e+00
2 +2.588201373e+04 +2.588201373e+04 +2.647285373e+04 +2.647285373e+04 +1.2740e+00 -1.4055e+00
11 +1.115196597e+04 +1.115196597e+04 +1.174280597e+04 +1.174280597e+04 -3.8307e+00 +3.6817e+00
13 +2.131039559e+01 +2.131039559e+01 +6.121503956e+02 +6.121503956e+02 +2.2719e-01 -4.5994e+00
29 +7.282116183e+00 +7.282116183e+00 +5.981221162e+02 +5.981221162e+02 +1.1665e+00 -4.8575e+00
87 +3.822846364e+00 +3.822846364e+00 +5.946628464e+02 +5.946628464e+02 +5.1784e-01 -2.7875e+00
112 +1.761261787e+00 +1.761261787e+00 +5.926012618e+02 +5.926012618e+02 +1.0380e+00 -3.5018e+00
137 +4.070095261e-01 +4.070095261e-01 +5.912470095e+02 +5.912470095e+02 +1.4437e+00 -3.7133e+00
246 +1.431045548e-01 +1.431045548e-01 +5.909831046e+02 +5.909831046e+02 +1.4104e+00 -3.4881e+00
252 +8.112006380e-02 +8.112006380e-02 +5.909211201e+02 +5.909211201e+02 +1.3481e+00 -3.3131e+00
263 +6.907260023e-03 +6.907260023e-03 +5.908469073e+02 +5.908469073e+02 +1.4153e+00 -3.3078e+00
313 +5.383380822e-03 +5.383380822e-03 +5.908453834e+02 +5.908453834e+02 +1.4167e+00 -3.3046e+00
372 +1.473631646e-03 +1.473631646e-03 +5.908414736e+02 +5.908414736e+02 +1.4398e+00 -3.3436e+00
472 +6.455229733e-04 +6.455229733e-04 +5.908406455e+02 +5.908406455e+02 +1.4430e+00 -3.3426e+00
522 +5.827592876e-04 +5.827592876e-04 +5.908405828e+02 +5.908405828e+02 +1.4432e+00 -3.3425e+00
